flare_id,log,flash_index,dark_s
FLR-11136,RIDGE,5,
FLR-11137,RIDGE,1,0.463
FLR-11137,RIDGE,2,0.2211
FLR-11137,RIDGE,3,0.2252
FLR-11137,RIDGE,4,0.1524
FLR-11137,RIDGE,5,0.1379
FLR-11137,RIDGE,6,0.1202
FLR-11137,RIDGE,7,
FLR-11138,LAMP,1,0.2681917
FLR-11138,LAMP,2,0.28675
FLR-11138,LAMP,3,0.1660917
FLR-11138,LAMP,4,0.1258
FLR-11138,LAMP,5,
FLR-11139,LAMP,1,0.4617333
FLR-11139,LAMP,2,0.4080584
FLR-11139,LAMP,3,0.1956583
FLR-11139,LAMP,4,0.2015167
FLR-11139,LAMP,5,
FLR-11140,LAMP,1,0.094368
FLR-11140,LAMP,2,0.0682636
FLR-11140,LAMP,3,0.0706969
FLR-11140,LAMP,4,0.0792529
FLR-11140,LAMP,5,
FLR-11141,RIDGE,1,0.2428
FLR-11141,RIDGE,2,0.2497
FLR-11141,RIDGE,3,0.2623
FLR-11141,RIDGE,4,0.2752
FLR-11141,RIDGE,5,
FLR-11142,RIDGE,1,0.0874384
FLR-11142,RIDGE,2,0.1005006
FLR-11142,RIDGE,3,0.0774341
FLR-11142,RIDGE,4,0.0634859
FLR-11142,RIDGE,5,
FLR-11143,RIDGE,1,0.391
FLR-11143,RIDGE,2,0.364
FLR-11143,RIDGE,3,0.183
FLR-11143,RIDGE,4,0.175
FLR-11143,RIDGE,5,
FLR-11144,RIDGE,1,0.2592
FLR-11144,RIDGE,2,0.1746
FLR-11144,RIDGE,3,0.1015
FLR-11144,RIDGE,4,
FLR-11145,RIDGE,1,0.1366
FLR-11145,RIDGE,2,0.1218
FLR-11145,RIDGE,3,0.1142
FLR-11145,RIDGE,4,0.1278
FLR-11145,RIDGE,5,
FLR-11146,RIDGE,1,0.094
FLR-11146,RIDGE,2,0.097
FLR-11146,RIDGE,3,0.08
FLR-11146,RIDGE,4,0.06
FLR-11146,RIDGE,5,
FLR-11147,RIDGE,1,0.0991
FLR-11147,RIDGE,2,0.1449
FLR-11147,RIDGE,3,0.1261
FLR-11147,RIDGE,4,0.1401
FLR-11147,RIDGE,5,
FLR-11148,LAMP,1,0.4301582
FLR-11148,LAMP,2,0.2116946
FLR-11148,LAMP,3,0.1939322
FLR-11148,LAMP,4,0.1619373
FLR-11148,LAMP,5,0.1204426
FLR-11148,LAMP,6,0.1033893
FLR-11148,LAMP,7,
FLR-11149,RIDGE,1,0.0789917
FLR-11149,RIDGE,2,0.088625
FLR-11149,RIDGE,3,0.0758417
FLR-11149,RIDGE,4,0.0733916
FLR-11149,RIDGE,5,
FLR-11150,RIDGE,1,0.244
FLR-11150,RIDGE,2,0.268
FLR-11150,RIDGE,3,0.177
FLR-11150,RIDGE,4,0.155
FLR-11150,RIDGE,5,
FLR-11151,RIDGE,1,0.2312
FLR-11151,RIDGE,2,0.1717
FLR-11151,RIDGE,3,0.1052
FLR-11151,RIDGE,4,
FLR-11152,RIDGE,1,0.271
FLR-11152,RIDGE,2,0.2764
FLR-11152,RIDGE,3,0.2779
FLR-11152,RIDGE,4,0.2937
FLR-11152,RIDGE,5,
FLR-11153,RIDGE,1,0.2198
FLR-11153,RIDGE,2,0.2395
FLR-11153,RIDGE,3,0.1384
FLR-11153,RIDGE,4,0.1262
FLR-11153,RIDGE,5,
FLR-11154,RIDGE,1,0.1055
FLR-11154,RIDGE,2,0.0844
FLR-11154,RIDGE,3,0.0849
FLR-11154,RIDGE,4,0.0948
FLR-11154,RIDGE,5,0.126
FLR-11154,RIDGE,6,
FLR-11155,LAMP,1,0.4231915
FLR-11155,LAMP,2,0.4218915
FLR-11155,LAMP,3,0.2063083
FLR-11155,LAMP,4,0.1981999
FLR-11155,LAMP,5,
FLR-11156,LAMP,1,0.0878551
FLR-11156,LAMP,2,0.063475
FLR-11156,LAMP,3,0.0605167
FLR-11156,LAMP,4,0.066025
FLR-11156,LAMP,5,
FLR-11157,LAMP,1,0.2875876
FLR-11157,LAMP,2,0.173008
FLR-11157,LAMP,3,0.15312
FLR-11157,LAMP,4,0.14496
FLR-11157,LAMP,5,0.1454351
FLR-11157,LAMP,6,0.1551515
FLR-11157,LAMP,7,0.1549654
FLR-11157,LAMP,8,0.155752
FLR-11157,LAMP,9,0.178152
FLR-11157,LAMP,10,
FLR-11158,RIDGE,1,0.3345
FLR-11158,RIDGE,2,0.3311
FLR-11158,RIDGE,3,0.3354
FLR-11158,RIDGE,4,0.3324
FLR-11158,RIDGE,5,
FLR-11159,RIDGE,1,0.4592333
FLR-11159,RIDGE,2,0.4001
FLR-11159,RIDGE,3,0.1998834
FLR-11159,RIDGE,4,0.1855833
FLR-11159,RIDGE,5,0.2584083
FLR-11159,RIDGE,6,
FLR-11160,LAMP,1,0.4354416
FLR-11160,LAMP,2,0.426275
FLR-11160,LAMP,3,0.1748584
FLR-11160,LAMP,4,0.19725
FLR-11160,LAMP,5,
FLR-11161,RIDGE,1,0.1928
FLR-11161,RIDGE,2,0.1761
FLR-11161,RIDGE,3,0.1376
FLR-11161,RIDGE,4,0.1244
FLR-11161,RIDGE,5,
FLR-11162,LAMP,1,0.1124834
FLR-11162,LAMP,2,0.13055
FLR-11162,LAMP,3,0.0977333
FLR-11162,LAMP,4,0.0795417
FLR-11162,LAMP,5,
FLR-11163,RIDGE,1,0.4646083
FLR-11163,RIDGE,2,0.4750417
FLR-11163,RIDGE,3,0.2300167
FLR-11163,RIDGE,4,0.2299333
FLR-11163,RIDGE,5,
FLR-11164,LAMP,1,0.100525
FLR-11164,LAMP,2,0.0969334
FLR-11164,LAMP,3,0.07565
FLR-11164,LAMP,4,0.0613916
FLR-11164,LAMP,5,
FLR-11165,RIDGE,1,0.3904509
FLR-11165,RIDGE,2,0.3645468
FLR-11165,RIDGE,3,0.3361726
FLR-11165,RIDGE,4,
FLR-11166,LAMP,1,0.4724916
FLR-11166,LAMP,2,0.4469334
FLR-11166,LAMP,3,0.1908416
FLR-11166,LAMP,4,0.197025
FLR-11166,LAMP,5,
FLR-11167,LAMP,1,0.4106729
FLR-11167,LAMP,2,0.3756359
FLR-11167,LAMP,3,0.173423
FLR-11167,LAMP,4,0.16241
FLR-11167,LAMP,5,
FLR-11168,LAMP,1,0.4590334
FLR-11168,LAMP,2,0.4352416
FLR-11168,LAMP,3,0.211975
FLR-11168,LAMP,4,0.219175
FLR-11168,LAMP,5,
FLR-11169,RIDGE,1,0.5206099
FLR-11169,RIDGE,2,0.5390175
FLR-11169,RIDGE,3,0.282656
FLR-11169,RIDGE,4,0.2526449
FLR-11169,RIDGE,5,
FLR-11170,RIDGE,1,0.2519583
FLR-11170,RIDGE,2,0.2599917
FLR-11170,RIDGE,3,0.15815
FLR-11170,RIDGE,4,0.1355583
FLR-11170,RIDGE,5,
FLR-11171,RIDGE,1,0.4280458
FLR-11171,RIDGE,2,0.3925421
FLR-11171,RIDGE,3,0.1776249
FLR-11171,RIDGE,4,0.1931979
FLR-11171,RIDGE,5,
FLR-11172,RIDGE,1,0.023
FLR-11172,RIDGE,2,0.035
FLR-11172,RIDGE,3,0.035
FLR-11172,RIDGE,4,0.04
FLR-11172,RIDGE,5,0.043
FLR-11172,RIDGE,6,0.046
FLR-11172,RIDGE,7,0.052
FLR-11172,RIDGE,8,0.077
FLR-11172,RIDGE,9,
FLR-11173,RIDGE,1,0.275
FLR-11173,RIDGE,2,0.258
FLR-11173,RIDGE,3,0.172
FLR-11173,RIDGE,4,0.141
FLR-11173,RIDGE,5,
FLR-11174,RIDGE,1,0.4386834
FLR-11174,RIDGE,2,0.4321416
FLR-11174,RIDGE,3,0.2049667
FLR-11174,RIDGE,4,0.1944
FLR-11174,RIDGE,5,
FLR-11175,RIDGE,1,0.25
FLR-11175,RIDGE,2,0.23
FLR-11175,RIDGE,3,0.169
FLR-11175,RIDGE,4,0.125
FLR-11175,RIDGE,5,
FLR-11176,RIDGE,1,0.2566
FLR-11176,RIDGE,2,0.1553
FLR-11176,RIDGE,3,0.1038
FLR-11176,RIDGE,4,
FLR-11177,RIDGE,1,0.1008
FLR-11177,RIDGE,2,0.0972
FLR-11177,RIDGE,3,0.0833
FLR-11177,RIDGE,4,0.0698
FLR-11177,RIDGE,5,
FLR-11178,LAMP,1,0.07541
FLR-11178,LAMP,2,0.0714148
FLR-11178,LAMP,3,0.0716803
FLR-11178,LAMP,4,0.0794743
FLR-11178,LAMP,5,
FLR-11179,RIDGE,1,0.058
FLR-11179,RIDGE,2,0.073
FLR-11179,RIDGE,3,0.053
FLR-11179,RIDGE,4,0.081
FLR-11179,RIDGE,5,0.035
FLR-11179,RIDGE,6,0.047
FLR-11179,RIDGE,7,
FLR-11180,RIDGE,1,0.2547
FLR-11180,RIDGE,2,0.263
FLR-11180,RIDGE,3,0.2452
FLR-11180,RIDGE,4,0.2883
FLR-11180,RIDGE,5,
FLR-11181,RIDGE,1,0.216
FLR-11181,RIDGE,2,0.26
FLR-11181,RIDGE,3,0.157
FLR-11181,RIDGE,4,0.145
FLR-11181,RIDGE,5,
FLR-11182,LAMP,1,0.0461333
FLR-11182,LAMP,2,0.060275
FLR-11182,LAMP,3,0.054025
FLR-11182,LAMP,4,0.0461333
FLR-11182,LAMP,5,0.046125
FLR-11182,LAMP,6,0.0496
FLR-11182,LAMP,7,0.06395
FLR-11182,LAMP,8,
FLR-11183,RIDGE,1,0.4358836
FLR-11183,RIDGE,2,0.441816
FLR-11183,RIDGE,3,0.2036881
FLR-11183,RIDGE,4,0.188171
FLR-11183,RIDGE,5,
FLR-11184,LAMP,1,0.4382416
FLR-11184,LAMP,2,0.422375
FLR-11184,LAMP,3,0.182675
FLR-11184,LAMP,4,0.1769417
FLR-11184,LAMP,5,
FLR-11185,LAMP,1,0.3173216
FLR-11185,LAMP,2,0.1809809
FLR-11185,LAMP,3,0.1609912
FLR-11185,LAMP,4,0.160814
FLR-11185,LAMP,5,0.1601242
FLR-11185,LAMP,6,0.1750206
FLR-11185,LAMP,7,
FLR-11186,LAMP,1,0.329874
FLR-11186,LAMP,2,0.2727454
FLR-11186,LAMP,3,0.1501442
FLR-11186,LAMP,4,0.1469211
FLR-11186,LAMP,5,
FLR-11187,RIDGE,1,0.266
FLR-11187,RIDGE,2,0.186
FLR-11187,RIDGE,3,0.154
FLR-11187,RIDGE,4,0.153
FLR-11187,RIDGE,5,0.167
FLR-11187,RIDGE,6,0.152
FLR-11187,RIDGE,7,0.182
FLR-11187,RIDGE,8,
FLR-11188,RIDGE,1,0.2622
FLR-11188,RIDGE,2,0.1669
FLR-11188,RIDGE,3,0.1341
FLR-11188,RIDGE,4,
FLR-11189,RIDGE,1,0.252
FLR-11189,RIDGE,2,0.078
FLR-11189,RIDGE,3,0.07
FLR-11189,RIDGE,4,
FLR-11190,LAMP,1,0.2480523
FLR-11190,LAMP,2,0.2502919
FLR-11190,LAMP,3,0.2573285
FLR-11190,LAMP,4,
FLR-11191,RIDGE,1,0.2903
FLR-11191,RIDGE,2,0.3905
FLR-11191,RIDGE,3,0.2335
FLR-11191,RIDGE,4,0.1725
FLR-11191,RIDGE,5,0.1341
FLR-11191,RIDGE,6,
FLR-11192,LAMP,1,0.0904917
FLR-11192,LAMP,2,0.0910667
FLR-11192,LAMP,3,0.0790916
FLR-11192,LAMP,4,0.0668584
FLR-11192,LAMP,5,
FLR-11193,RIDGE,1,0.2081
FLR-11193,RIDGE,2,0.2178
FLR-11193,RIDGE,3,0.1313
FLR-11193,RIDGE,4,0.1211
FLR-11193,RIDGE,5,0.1185
FLR-11193,RIDGE,6,
FLR-11194,LAMP,1,0.116275
FLR-11194,LAMP,2,0.099675
FLR-11194,LAMP,3,0.0773166
FLR-11194,LAMP,4,0.0905417
FLR-11194,LAMP,5,
FLR-11195,RIDGE,1,0.474375
FLR-11195,RIDGE,2,0.4221667
FLR-11195,RIDGE,3,0.2132417
FLR-11195,RIDGE,4,0.2270916
FLR-11195,RIDGE,5,
FLR-11196,RIDGE,1,0.0578
FLR-11196,RIDGE,2,0.0537
FLR-11196,RIDGE,3,0.0618
FLR-11196,RIDGE,4,0.0686
FLR-11196,RIDGE,5,0.0996
FLR-11196,RIDGE,6,
FLR-11197,LAMP,1,0.122025
FLR-11197,LAMP,2,0.1257833
FLR-11197,LAMP,3,0.1260167
FLR-11197,LAMP,4,0.1467416
FLR-11197,LAMP,5,
FLR-11198,RIDGE,1,0.0973321
FLR-11198,RIDGE,2,0.086858
FLR-11198,RIDGE,3,0.0769667
FLR-11198,RIDGE,4,0.07375
FLR-11198,RIDGE,5,
FLR-11199,RIDGE,1,0.5118
FLR-11199,RIDGE,2,0.4965
FLR-11199,RIDGE,3,0.271
FLR-11199,RIDGE,4,0.2285
FLR-11199,RIDGE,5,
FLR-11200,RIDGE,1,0.332
FLR-11200,RIDGE,2,0.3274
FLR-11200,RIDGE,3,0.3423
FLR-11200,RIDGE,4,0.3371
FLR-11200,RIDGE,5,
FLR-11201,RIDGE,1,0.093
FLR-11201,RIDGE,2,0.102
FLR-11201,RIDGE,3,0.074
FLR-11201,RIDGE,4,0.058
FLR-11201,RIDGE,5,
FLR-11202,RIDGE,1,0.364
FLR-11202,RIDGE,2,0.245
FLR-11202,RIDGE,3,0.191
FLR-11202,RIDGE,4,0.18
FLR-11202,RIDGE,5,
FLR-11203,RIDGE,1,0.3097248
FLR-11203,RIDGE,2,0.3054568
FLR-11203,RIDGE,3,0.1618846
FLR-11203,RIDGE,4,0.1471502
FLR-11203,RIDGE,5,
FLR-11204,RIDGE,1,0.2788083
FLR-11204,RIDGE,2,0.2693083
FLR-11204,RIDGE,3,0.1698
FLR-11204,RIDGE,4,0.1500834
FLR-11204,RIDGE,5,
FLR-11205,RIDGE,1,0.0895167
FLR-11205,RIDGE,2,0.113575
FLR-11205,RIDGE,3,0.07275
FLR-11205,RIDGE,4,0.0522
FLR-11205,RIDGE,5,
FLR-11206,RIDGE,1,0.4086
FLR-11206,RIDGE,2,0.3927
FLR-11206,RIDGE,3,0.2068
FLR-11206,RIDGE,4,0.1555
FLR-11206,RIDGE,5,
FLR-11207,RIDGE,1,0.3521
FLR-11207,RIDGE,2,0.3499
FLR-11207,RIDGE,3,0.3426
FLR-11207,RIDGE,4,0.3457
FLR-11207,RIDGE,5,
FLR-11208,LAMP,1,0.3267333
FLR-11208,LAMP,2,0.2984333
FLR-11208,LAMP,3,0.1693917
FLR-11208,LAMP,4,0.1750167
FLR-11208,LAMP,5,
FLR-11209,LAMP,1,0.2110948
FLR-11209,LAMP,2,0.2399935
FLR-11209,LAMP,3,0.1798669
FLR-11209,LAMP,4,0.152439
FLR-11209,LAMP,5,
FLR-11210,RIDGE,1,0.51
FLR-11210,RIDGE,2,0.447
FLR-11210,RIDGE,3,0.21
FLR-11210,RIDGE,4,0.204
FLR-11210,RIDGE,5,
FLR-11211,LAMP,1,0.4441131
FLR-11211,LAMP,2,0.4243048
FLR-11211,LAMP,3,0.4281235
FLR-11211,LAMP,4,
FLR-11212,RIDGE,1,0.099
FLR-11212,RIDGE,2,0.087
FLR-11212,RIDGE,3,0.084
FLR-11212,RIDGE,4,0.067
FLR-11212,RIDGE,5,
FLR-11213,RIDGE,1,0.1124
FLR-11213,RIDGE,2,0.0849
FLR-11213,RIDGE,3,0.0769
FLR-11213,RIDGE,4,0.0846
FLR-11213,RIDGE,5,
FLR-11214,LAMP,1,0.2618073
FLR-11214,LAMP,2,0.3079538
FLR-11214,LAMP,3,0.1289151
FLR-11214,LAMP,4,0.1837577
FLR-11214,LAMP,5,
FLR-11215,LAMP,1,0.4493182
FLR-11215,LAMP,2,0.4087135
FLR-11215,LAMP,3,0.1867419
FLR-11215,LAMP,4,0.1918266
FLR-11215,LAMP,5,
FLR-11216,RIDGE,1,0.4057
FLR-11216,RIDGE,2,0.3738
FLR-11216,RIDGE,3,0.138
FLR-11216,RIDGE,4,0.1724
FLR-11216,RIDGE,5,
FLR-11217,RIDGE,1,0.282243
FLR-11217,RIDGE,2,0.3124137
FLR-11217,RIDGE,3,0.1487028
FLR-11217,RIDGE,4,0.1547799
FLR-11217,RIDGE,5,
FLR-11218,RIDGE,1,0.099
FLR-11218,RIDGE,2,0.092
FLR-11218,RIDGE,3,0.074
FLR-11218,RIDGE,4,0.074
FLR-11218,RIDGE,5,
FLR-11219,RIDGE,1,0.0907481
FLR-11219,RIDGE,2,0.090465
FLR-11219,RIDGE,3,0.0687743
FLR-11219,RIDGE,4,0.0587071
FLR-11219,RIDGE,5,
FLR-11220,RIDGE,1,0.4416417
FLR-11220,RIDGE,2,0.4249667
FLR-11220,RIDGE,3,0.2071
FLR-11220,RIDGE,4,0.2254833
FLR-11220,RIDGE,5,
FLR-11221,LAMP,1,0.4199595
FLR-11221,LAMP,2,0.423047
FLR-11221,LAMP,3,0.1752604
FLR-11221,LAMP,4,0.1942329
FLR-11221,LAMP,5,
FLR-11222,RIDGE,1,0.3558
FLR-11222,RIDGE,2,0.3654
FLR-11222,RIDGE,3,0.3648
FLR-11222,RIDGE,4,0.3698
FLR-11222,RIDGE,5,
FLR-11223,RIDGE,1,0.1924319
FLR-11223,RIDGE,2,0.113758
FLR-11223,RIDGE,3,
FLR-11224,RIDGE,1,0.4685667
FLR-11224,RIDGE,2,0.4114333
FLR-11224,RIDGE,3,0.1846667
FLR-11224,RIDGE,4,0.2037583
FLR-11224,RIDGE,5,
FLR-11225,LAMP,1,0.4387083
FLR-11225,LAMP,2,0.42105
FLR-11225,LAMP,3,0.1685667
FLR-11225,LAMP,4,0.18725
FLR-11225,LAMP,5,
FLR-11226,RIDGE,1,0.4831444
FLR-11226,RIDGE,2,0.4155851
FLR-11226,RIDGE,3,0.1641282
FLR-11226,RIDGE,4,0.1753153
FLR-11226,RIDGE,5,0.162654
FLR-11226,RIDGE,6,0.1859721
FLR-11226,RIDGE,7,
FLR-11227,LAMP,1,0.3514209
FLR-11227,LAMP,2,0.2428804
FLR-11227,LAMP,3,0.1148187
FLR-11227,LAMP,4,0.1231933
FLR-11227,LAMP,5,
FLR-11228,LAMP,1,0.2585934
FLR-11228,LAMP,2,0.2295811
FLR-11228,LAMP,3,0.2669206
FLR-11228,LAMP,4,
FLR-11229,RIDGE,1,0.2385235
FLR-11229,RIDGE,2,0.2890165
FLR-11229,RIDGE,3,0.1767004
FLR-11229,RIDGE,4,0.1591514
FLR-11229,RIDGE,5,0.3039317
FLR-11229,RIDGE,6,0.2865454
FLR-11229,RIDGE,7,0.1002377
FLR-11229,RIDGE,8,0.1258569
FLR-11229,RIDGE,9,0.1815389
FLR-11229,RIDGE,10,
FLR-11230,LAMP,1,0.2411697
FLR-11230,LAMP,2,0.1063899
FLR-11230,LAMP,3,
FLR-11231,RIDGE,1,0.0366
FLR-11231,RIDGE,2,0.052
FLR-11231,RIDGE,3,0.058
FLR-11231,RIDGE,4,0.053
FLR-11231,RIDGE,5,0.0498
FLR-11231,RIDGE,6,0.0482
FLR-11231,RIDGE,7,0.0566
FLR-11231,RIDGE,8,
FLR-11232,RIDGE,1,0.214
FLR-11232,RIDGE,2,0.166
FLR-11232,RIDGE,3,0.116
FLR-11232,RIDGE,4,0.094
FLR-11232,RIDGE,5,
FLR-11233,RIDGE,1,0.287
FLR-11233,RIDGE,2,0.2748
FLR-11233,RIDGE,3,0.2905
FLR-11233,RIDGE,4,0.2918
FLR-11233,RIDGE,5,
FLR-11234,RIDGE,1,0.089
FLR-11234,RIDGE,2,0.092
FLR-11234,RIDGE,3,0.075
FLR-11234,RIDGE,4,0.071
FLR-11234,RIDGE,5,
FLR-11235,RIDGE,1,0.2352
FLR-11235,RIDGE,2,0.1596
FLR-11235,RIDGE,3,0.1386
FLR-11235,RIDGE,4,0.082
FLR-11235,RIDGE,5,0.0819
FLR-11235,RIDGE,6,
FLR-11236,RIDGE,1,0.2501
FLR-11236,RIDGE,2,0.2413
FLR-11236,RIDGE,3,0.1503
FLR-11236,RIDGE,4,0.1351
FLR-11236,RIDGE,5,
FLR-11237,RIDGE,1,0.095
FLR-11237,RIDGE,2,0.092
FLR-11237,RIDGE,3,0.068
FLR-11237,RIDGE,4,0.06
FLR-11237,RIDGE,5,
FLR-11238,LAMP,1,0.094016
FLR-11238,LAMP,2,0.095256
FLR-11238,LAMP,3,0.073776
FLR-11238,LAMP,4,0.067432
FLR-11238,LAMP,5,
FLR-11239,RIDGE,1,0.0493
FLR-11239,RIDGE,2,0.0589
FLR-11239,RIDGE,3,0.0647
FLR-11239,RIDGE,4,0.09
FLR-11239,RIDGE,5,
FLR-11240,RIDGE,1,0.2514
FLR-11240,RIDGE,2,0.2468
FLR-11240,RIDGE,3,0.2596
FLR-11240,RIDGE,4,0.2665
FLR-11240,RIDGE,5,
FLR-11241,RIDGE,1,0.3663
FLR-11241,RIDGE,2,0.1895
FLR-11241,RIDGE,3,0.1648
FLR-11241,RIDGE,4,0.1458
FLR-11241,RIDGE,5,0.1053
FLR-11241,RIDGE,6,0.0978
FLR-11241,RIDGE,7,
FLR-11242,LAMP,1,0.485421
FLR-11242,LAMP,2,0.4469144
FLR-11242,LAMP,3,0.1909083
FLR-11242,LAMP,4,0.199425
FLR-11242,LAMP,5,0.2354
FLR-11242,LAMP,6,
FLR-11243,RIDGE,1,0.076
FLR-11243,RIDGE,2,0.096
FLR-11243,RIDGE,3,0.081
FLR-11243,RIDGE,4,0.063
FLR-11243,RIDGE,5,
FLR-11244,LAMP,1,0.4479556
FLR-11244,LAMP,2,0.414319
FLR-11244,LAMP,3,0.2121069
FLR-11244,LAMP,4,0.1996636
FLR-11244,LAMP,5,
FLR-11245,RIDGE,1,0.1023411
FLR-11245,RIDGE,2,0.0929431
FLR-11245,RIDGE,3,0.0730322
FLR-11245,RIDGE,4,0.0673913
FLR-11245,RIDGE,5,
FLR-11246,LAMP,1,0.2831583
FLR-11246,LAMP,2,0.286125
FLR-11246,LAMP,3,0.1752917
FLR-11246,LAMP,4,0.1359083
FLR-11246,LAMP,5,
FLR-11247,LAMP,1,0.084432
FLR-11247,LAMP,2,0.0833515
FLR-11247,LAMP,3,0.0746679
FLR-11247,LAMP,4,0.0693929
FLR-11247,LAMP,5,
FLR-11248,LAMP,1,0.3311955
FLR-11248,LAMP,2,0.3209727
FLR-11248,LAMP,3,0.199284
FLR-11248,LAMP,4,0.1653612
FLR-11248,LAMP,5,
FLR-11249,LAMP,1,0.1238167
FLR-11249,LAMP,2,0.1262416
FLR-11249,LAMP,3,0.1050417
FLR-11249,LAMP,4,0.1181
FLR-11249,LAMP,5,
FLR-11250,LAMP,1,0.3183002
FLR-11250,LAMP,2,0.3206663
FLR-11250,LAMP,3,0.1830732
FLR-11250,LAMP,4,0.1577076
FLR-11250,LAMP,5,
FLR-11251,RIDGE,1,0.2453
FLR-11251,RIDGE,2,0.119
FLR-11251,RIDGE,3,0.0999
FLR-11251,RIDGE,4,
FLR-11252,RIDGE,1,0.3734
FLR-11252,RIDGE,2,0.3529
FLR-11252,RIDGE,3,0.1772
FLR-11252,RIDGE,4,0.1865
FLR-11252,RIDGE,5,
FLR-11253,RIDGE,1,0.237
FLR-11253,RIDGE,2,0.1686
FLR-11253,RIDGE,3,0.1065
FLR-11253,RIDGE,4,
FLR-11254,RIDGE,1,0.4553
FLR-11254,RIDGE,2,0.4233
FLR-11254,RIDGE,3,0.2304
FLR-11254,RIDGE,4,0.2058
FLR-11254,RIDGE,5,
FLR-11255,RIDGE,1,0.1447
FLR-11255,RIDGE,2,0.0641
FLR-11255,RIDGE,3,0.101
FLR-11255,RIDGE,4,
FLR-11256,LAMP,1,0.448844
FLR-11256,LAMP,2,0.4283705
FLR-11256,LAMP,3,0.1523002
FLR-11256,LAMP,4,0.1860687
FLR-11256,LAMP,5,
FLR-11257,RIDGE,1,0.372
FLR-11257,RIDGE,2,0.39
FLR-11257,RIDGE,3,0.215
FLR-11257,RIDGE,4,0.182
FLR-11257,RIDGE,5,
FLR-11258,LAMP,1,0.0475056
FLR-11258,LAMP,2,0.0572977
FLR-11258,LAMP,3,0.0542904
FLR-11258,LAMP,4,0.0463377
FLR-11258,LAMP,5,0.0473777
FLR-11258,LAMP,6,0.0484735
FLR-11258,LAMP,7,0.0552819
FLR-11258,LAMP,8,
FLR-11259,RIDGE,1,0.293
FLR-11259,RIDGE,2,0.2675
FLR-11259,RIDGE,3,0.3049
FLR-11259,RIDGE,4,0.2954
FLR-11259,RIDGE,5,
FLR-11260,RIDGE,1,0.1087
FLR-11260,RIDGE,2,0.0733
FLR-11260,RIDGE,3,0.0676
FLR-11260,RIDGE,4,0.073
FLR-11260,RIDGE,5,
FLR-11261,LAMP,1,0.0807663
FLR-11261,LAMP,2,0.0845981
FLR-11261,LAMP,3,0.0747897
FLR-11261,LAMP,4,0.0757403
FLR-11261,LAMP,5,
FLR-11262,RIDGE,1,0.0620417
FLR-11262,RIDGE,2,0.19065
FLR-11262,RIDGE,3,0.1822583
FLR-11262,RIDGE,4,0.1916167
FLR-11262,RIDGE,5,
FLR-11263,RIDGE,1,0.1917153
FLR-11263,RIDGE,2,0.1105076
FLR-11263,RIDGE,3,
FLR-11264,RIDGE,1,0.418
FLR-11264,RIDGE,2,0.402
FLR-11264,RIDGE,3,0.163
FLR-11264,RIDGE,4,0.182
FLR-11264,RIDGE,5,
FLR-11265,RIDGE,1,0.2568
FLR-11265,RIDGE,2,0.2426
FLR-11265,RIDGE,3,0.264
FLR-11265,RIDGE,4,0.2912
FLR-11265,RIDGE,5,
FLR-11266,RIDGE,1,0.24588
FLR-11266,RIDGE,2,0.154696
FLR-11266,RIDGE,3,0.146616
FLR-11266,RIDGE,4,0.154104
FLR-11266,RIDGE,5,0.146768
FLR-11266,RIDGE,6,0.138912
FLR-11266,RIDGE,7,0.136992
FLR-11266,RIDGE,8,0.157536
FLR-11266,RIDGE,9,
FLR-11267,RIDGE,1,0.044
FLR-11267,RIDGE,2,0.05
FLR-11267,RIDGE,3,0.051
FLR-11267,RIDGE,4,0.051
FLR-11267,RIDGE,5,0.048
FLR-11267,RIDGE,6,0.055
FLR-11267,RIDGE,7,0.068
FLR-11267,RIDGE,8,
FLR-11268,RIDGE,1,0.2782
FLR-11268,RIDGE,2,0.2443
FLR-11268,RIDGE,3,0.2521
FLR-11268,RIDGE,4,0.2275
FLR-11268,RIDGE,5,0.2601
FLR-11268,RIDGE,6,
FLR-11269,LAMP,1,0.212475
FLR-11269,LAMP,2,0.2279917
FLR-11269,LAMP,3,0.1568
FLR-11269,LAMP,4,0.1308666
FLR-11269,LAMP,5,
FLR-11270,RIDGE,1,0.4603914
FLR-11270,RIDGE,2,0.4202403
FLR-11270,RIDGE,3,0.18185
FLR-11270,RIDGE,4,0.183656
FLR-11270,RIDGE,5,
FLR-11271,RIDGE,1,0.2559
FLR-11271,RIDGE,2,0.1539
FLR-11271,RIDGE,3,0.1093
FLR-11271,RIDGE,4,
FLR-11272,LAMP,1,0.3051428
FLR-11272,LAMP,2,0.2947286
FLR-11272,LAMP,3,0.1844202
FLR-11272,LAMP,4,0.1546811
FLR-11272,LAMP,5,
FLR-11273,RIDGE,1,0.087
FLR-11273,RIDGE,2,0.086
FLR-11273,RIDGE,3,0.079
FLR-11273,RIDGE,4,0.066
FLR-11273,RIDGE,5,
FLR-11274,RIDGE,1,0.2326
FLR-11274,RIDGE,2,0.2431
FLR-11274,RIDGE,3,0.2557
FLR-11274,RIDGE,4,0.2528
FLR-11274,RIDGE,5,
FLR-11275,LAMP,1,0.2149577
FLR-11275,LAMP,2,0.2613478
FLR-11275,LAMP,3,0.1644268
FLR-11275,LAMP,4,0.1303628
FLR-11275,LAMP,5,
FLR-11276,RIDGE,1,0.083
FLR-11276,RIDGE,2,0.108
FLR-11276,RIDGE,3,0.077
FLR-11276,RIDGE,4,0.062
